Employee Id,Corporate Source,Branch Source,Funds Paid,Status
EMP-df7a90a7-8aa3-4e17-94c6-a060f584cfec,CORP-7dc67e67-e879-4da0-8fee-7d14ba4752b8,BRC-b19e8df1-77b7-40f4-a290-a909eb741e5b,2.65,processing
EMP-49c292fa-8966-43a4-a76b-0a80ff635d6a,CORP-a9804e0b-e8b0-4837-8bbe-aabafcd483dd,BRC-94dddc86-cf93-4d41-b082-363d23a21e00,10.83,processing
EMP-48bc8d9c-d4cb-4d19-b590-46b3bc234e6f,CORP-55988522-7698-46ba-bddd-4bc2956a6bb4,BRC-52b071ba-5b35-4743-b219-40230551cd8c,6.93,processing
EMP-a37b2c24-b9b0-483b-b526-cc8439bbf857,CORP-55988522-7698-46ba-bddd-4bc2956a6bb4,BRC-7a16eeb4-c285-479c-b905-b6f7819d2cc0,10.31,processing
EMP-6e11c90d-c2f5-4b64-bf57-a73208ff10b7,CORP-a9804e0b-e8b0-4837-8bbe-aabafcd483dd,BRC-0b4fa181-996b-44e2-a392-3b6b51a8fac4,10.31,processing
EMP-7f834ce9-18e0-458e-86f6-6b5ab9caabea,CORP-7dc67e67-e879-4da0-8fee-7d14ba4752b8,BRC-0b4fa181-996b-44e2-a392-3b6b51a8fac4,8.84,processing
EMP-cdd5bd40-c833-470a-a42c-b6cb1ab46c60,CORP-e4025d0e-0491-49ef-8284-2738c2d0a0cf,BRC-c18ce67b-a514-41d7-9626-9fb6c93eb385,8.72,failed
EMP-b418f6a9-1449-40d6-851c-52099fdbfc2d,CORP-a9804e0b-e8b0-4837-8bbe-aabafcd483dd,BRC-55ed5842-adff-441c-b242-b657e7d69a5a,3.25,processing
EMP-220cd2a7-4f88-40cf-9c03-41899d15e6ba,CORP-7dc67e67-e879-4da0-8fee-7d14ba4752b8,BRC-577934f5-f781-4e1f-88b2-48b1458c47e0,1.74,processing
EMP-26cb01fe-124f-4fd7-b4cf-df4c43d05f3f,CORP-55988522-7698-46ba-bddd-4bc2956a6bb4,BRC-ce86aad4-f030-47b3-b6f2-858c382437d8,6.94,failed
EMP-4c3be7c3-e11c-4ce9-af50-e6a3dd36923c,CORP-7dc67e67-e879-4da0-8fee-7d14ba4752b8,BRC-5a6fd430-c093-4ed9-ad8b-3ad2d25f4f8e,8.52,failed
EMP-ceb4f75c-8d72-443f-af3a-aef71b5234e6,CORP-7dc67e67-e879-4da0-8fee-7d14ba4752b8,BRC-b19e8df1-77b7-40f4-a290-a909eb741e5b,3.11,processing
EMP-ec0c4719-a6f8-4bb2-b868-ed7c2a6fd99a,CORP-a9804e0b-e8b0-4837-8bbe-aabafcd483dd,BRC-770a7c74-286c-4592-8144-4c5e7f69eaa0,1.03,processing
EMP-3e7cfb63-26fa-40f6-9873-a37db90eb0a5,CORP-1f5ba4e7-926a-47c5-9031-b07ad1dd6261,BRC-29bf2018-115d-41fa-9cda-ba9698eb6abf,10.24,failed
EMP-60daa5ad-21eb-48e4-aea5-195467879c11,CORP-a9804e0b-e8b0-4837-8bbe-aabafcd483dd,BRC-2d047a52-d2d0-4af0-88d4-f60cad1e613c,5.36,processing
EMP-5edce7f7-48b8-4d42-a54a-7661191117a5,CORP-1f5ba4e7-926a-47c5-9031-b07ad1dd6261,BRC-59f3ee96-0a6f-4fa1-aec9-803c3d2cd6ce,3.02,processing
EMP-f8707310-ff16-4e74-862f-a790d5c8339e,CORP-7dc67e67-e879-4da0-8fee-7d14ba4752b8,BRC-3698d771-ebf5-47d7-8a55-b7910a5e61d9,6.69,processing
EMP-15edcce6-8182-4e6f-8039-9465a026b90f,CORP-1f5ba4e7-926a-47c5-9031-b07ad1dd6261,BRC-5713fc98-f3fe-4a69-b9f2-f29ab079b917,8.95,failed
EMP-b9631665-d885-4439-b2e9-0331ad527593,CORP-1f5ba4e7-926a-47c5-9031-b07ad1dd6261,BRC-71600c03-f7fd-4c35-a963-1fe56c820825,4.08,processing
EMP-234f897f-c92c-4c30-9bb4-3563b066c177,CORP-e4025d0e-0491-49ef-8284-2738c2d0a0cf,BRC-2d047a52-d2d0-4af0-88d4-f60cad1e613c,4.01,processing
EMP-932be001-d42f-4c7d-87cc-fb7a87f86449,CORP-e4025d0e-0491-49ef-8284-2738c2d0a0cf,BRC-52b071ba-5b35-4743-b219-40230551cd8c,9.09,processing
EMP-c89b0bbc-8e24-4299-97f5-e2d7b6b1c471,CORP-7dc67e67-e879-4da0-8fee-7d14ba4752b8,BRC-022992c6-0e0c-4358-bf5f-d6bac61cbcab,7.20,processing
EMP-680061bc-8e10-48b9-8358-94e0a40b7160,CORP-e4025d0e-0491-49ef-8284-2738c2d0a0cf,BRC-770a7c74-286c-4592-8144-4c5e7f69eaa0,4.86,processing
EMP-e3c7230e-fb8f-4ee8-a3de-60f8f9175be0,CORP-1f5ba4e7-926a-47c5-9031-b07ad1dd6261,BRC-29bf2018-115d-41fa-9cda-ba9698eb6abf,8.36,processing
EMP-59c77d6a-638c-487f-a3e1-677e42bb7e8d,CORP-e4025d0e-0491-49ef-8284-2738c2d0a0cf,BRC-5a6fd430-c093-4ed9-ad8b-3ad2d25f4f8e,2.14,processing
EMP-8f7f2347-554e-44b6-96bf-664241766c88,CORP-e4025d0e-0491-49ef-8284-2738c2d0a0cf,BRC-577934f5-f781-4e1f-88b2-48b1458c47e0,7.29,processing
EMP-2811a747-c254-428d-b11d-4e71ac34fd94,CORP-55988522-7698-46ba-bddd-4bc2956a6bb4,BRC-29bf2018-115d-41fa-9cda-ba9698eb6abf,5.33,processing
EMP-ecac6756-577a-439d-a78d-45f649f57f25,CORP-1f5ba4e7-926a-47c5-9031-b07ad1dd6261,BRC-b19e8df1-77b7-40f4-a290-a909eb741e5b,1.96,processing
EMP-0e8d08d6-f023-4361-8ec6-8417d7185df1,CORP-a9804e0b-e8b0-4837-8bbe-aabafcd483dd,BRC-bbfbdfe5-0173-4613-8b07-aadb828e67f6,8.56,processing
EMP-1652d356-74bb-4915-86fe-aac2149769c2,CORP-55988522-7698-46ba-bddd-4bc2956a6bb4,BRC-3698d771-ebf5-47d7-8a55-b7910a5e61d9,6.78,processing
EMP-888ac54f-4f20-4d3c-a8ac-2c71d7d45851,CORP-7dc67e67-e879-4da0-8fee-7d14ba4752b8,BRC-577934f5-f781-4e1f-88b2-48b1458c47e0,1.54,processing
EMP-d3bf0543-4976-4ee2-9a4f-17a027b32785,CORP-1f5ba4e7-926a-47c5-9031-b07ad1dd6261,BRC-5cdf258f-4916-477e-b9da-1e60cd15cab3,2.29,processing
EMP-b4e03567-fcd3-4189-9afa-bcb68f4a517a,CORP-55988522-7698-46ba-bddd-4bc2956a6bb4,BRC-48d5e702-c481-474f-a8fa-0efead047955,6.81,processing
EMP-a9f58a16-e452-4965-9af6-0561fc014f4a,CORP-e4025d0e-0491-49ef-8284-2738c2d0a0cf,BRC-b932844f-34c1-47e5-b3a8-5cf78c321d65,5.50,processing
EMP-27916c06-7c63-4380-8043-9c544a90c839,CORP-e4025d0e-0491-49ef-8284-2738c2d0a0cf,BRC-5a32e859-e91a-490c-b4f2-bce67695f30c,2.52,processing
EMP-4a2a1377-7f6e-48a1-a830-048b0339898c,CORP-a9804e0b-e8b0-4837-8bbe-aabafcd483dd,BRC-5cdf258f-4916-477e-b9da-1e60cd15cab3,8.80,processing
EMP-da63fe17-2243-4ddc-b35d-29f98bcece6b,CORP-a9804e0b-e8b0-4837-8bbe-aabafcd483dd,BRC-770a7c74-286c-4592-8144-4c5e7f69eaa0,3.14,processing
EMP-460403b6-181d-4287-aea5-a154236cefaa,CORP-1f5ba4e7-926a-47c5-9031-b07ad1dd6261,BRC-a4150398-52f2-4797-b0af-26d88b30cf39,1.01,processing
EMP-4292c938-8421-4c63-8bcf-2e8410e89144,CORP-a9804e0b-e8b0-4837-8bbe-aabafcd483dd,BRC-ea093494-a5bc-4ecf-b4c1-9f6b0eabec86,10.72,processing
EMP-41d2b76f-4f11-41a6-a3fe-3bc9ea5b1641,CORP-1f5ba4e7-926a-47c5-9031-b07ad1dd6261,BRC-59f3ee96-0a6f-4fa1-aec9-803c3d2cd6ce,5.10,processing
EMP-9f86434a-ec78-454f-8820-db3acbc9464b,CORP-1f5ba4e7-926a-47c5-9031-b07ad1dd6261,BRC-ce86aad4-f030-47b3-b6f2-858c382437d8,7.86,processing
EMP-429e0eff-fc00-458f-98c4-e46740cfa855,CORP-1f5ba4e7-926a-47c5-9031-b07ad1dd6261,BRC-a4150398-52f2-4797-b0af-26d88b30cf39,3.86,processing
EMP-e2f3f07d-41ea-464c-b688-d069d573a342,CORP-a9804e0b-e8b0-4837-8bbe-aabafcd483dd,BRC-71600c03-f7fd-4c35-a963-1fe56c820825,10.78,processing
EMP-399b88e0-2f42-4cf0-b95b-9aff4e47235c,CORP-e4025d0e-0491-49ef-8284-2738c2d0a0cf,BRC-bbfbdfe5-0173-4613-8b07-aadb828e67f6,5.89,processing
EMP-fc513c40-3346-4d40-ac4d-df555ee7e98a,CORP-e4025d0e-0491-49ef-8284-2738c2d0a0cf,BRC-2d047a52-d2d0-4af0-88d4-f60cad1e613c,3.95,processing
EMP-cb0baf3b-6c72-4909-a46f-8e19740154fb,CORP-e4025d0e-0491-49ef-8284-2738c2d0a0cf,BRC-29bf2018-115d-41fa-9cda-ba9698eb6abf,5.39,processing
EMP-f0b7813b-a122-4bd1-b77d-52013ec9cc14,CORP-a9804e0b-e8b0-4837-8bbe-aabafcd483dd,BRC-bbfbdfe5-0173-4613-8b07-aadb828e67f6,7.59,processing
EMP-defa49c9-98b2-4b76-966a-763fbc6f209a,CORP-e4025d0e-0491-49ef-8284-2738c2d0a0cf,BRC-94dddc86-cf93-4d41-b082-363d23a21e00,9.98,processing
EMP-99b0af37-3dd6-44c7-9492-568abd60641b,CORP-7dc67e67-e879-4da0-8fee-7d14ba4752b8,BRC-d424bad8-3cc3-4d65-ba9a-77c14face820,7.19,processing
EMP-a665add0-15d6-4a82-b968-b6dcde9163eb,CORP-1f5ba4e7-926a-47c5-9031-b07ad1dd6261,BRC-b19e8df1-77b7-40f4-a290-a909eb741e5b,1.08,processing
EMP-91ba89f6-ce84-443e-b9d5-ed392dcdfaaa,CORP-e4025d0e-0491-49ef-8284-2738c2d0a0cf,BRC-71600c03-f7fd-4c35-a963-1fe56c820825,3.81,processing
EMP-0ce12c55-602d-4041-9265-e41f79314db2,CORP-e4025d0e-0491-49ef-8284-2738c2d0a0cf,BRC-6bc356d6-e508-4b82-9801-8129878dabe2,3.41,processing
EMP-a78559ba-3b81-4020-b979-51cc5860096b,CORP-e4025d0e-0491-49ef-8284-2738c2d0a0cf,BRC-5a32e859-e91a-490c-b4f2-bce67695f30c,1.41,processing
EMP-761cbdee-7f45-4094-a943-10a00ab59d9c,CORP-e4025d0e-0491-49ef-8284-2738c2d0a0cf,BRC-48d5e702-c481-474f-a8fa-0efead047955,10.43,processing
EMP-0933673c-361c-4f96-a857-630b696ecbaa,CORP-a9804e0b-e8b0-4837-8bbe-aabafcd483dd,BRC-29bf2018-115d-41fa-9cda-ba9698eb6abf,8.43,processing
EMP-36dacf3c-c1a0-4dcc-87e5-cdea60aab43d,CORP-7dc67e67-e879-4da0-8fee-7d14ba4752b8,BRC-48d5e702-c481-474f-a8fa-0efead047955,8.51,processing
EMP-be5a2186-e14b-4427-9881-b53a60339367,CORP-a9804e0b-e8b0-4837-8bbe-aabafcd483dd,BRC-2d047a52-d2d0-4af0-88d4-f60cad1e613c,2.01,processing
EMP-1e7de334-4256-4658-907c-b4aca4c700d1,CORP-e4025d0e-0491-49ef-8284-2738c2d0a0cf,BRC-5cdf258f-4916-477e-b9da-1e60cd15cab3,10.34,failed
EMP-24dc25a3-5fcd-40f4-9875-19fe26d4314f,CORP-7dc67e67-e879-4da0-8fee-7d14ba4752b8,BRC-14529809-f882-4603-aef1-dd0a3396c148,4.44,processing
EMP-3da9b216-34cd-4e23-9140-766631c94bff,CORP-e4025d0e-0491-49ef-8284-2738c2d0a0cf,BRC-7a16eeb4-c285-479c-b905-b6f7819d2cc0,1.72,processing
EMP-2381febe-fd56-43fa-8874-2d7c9ee2cdc2,CORP-a9804e0b-e8b0-4837-8bbe-aabafcd483dd,BRC-55ed5842-adff-441c-b242-b657e7d69a5a,3.24,processing
EMP-5355e5c9-3119-4da1-9cbc-e3cf21d11d2c,CORP-e4025d0e-0491-49ef-8284-2738c2d0a0cf,BRC-5713fc98-f3fe-4a69-b9f2-f29ab079b917,8.30,processing
EMP-71eb1fb3-cf01-489e-8c45-5e73ecdb0c2e,CORP-7dc67e67-e879-4da0-8fee-7d14ba4752b8,BRC-59f3ee96-0a6f-4fa1-aec9-803c3d2cd6ce,1.99,failed
EMP-e33f51d8-afbb-4806-91a7-14aad54beb09,CORP-7dc67e67-e879-4da0-8fee-7d14ba4752b8,BRC-71600c03-f7fd-4c35-a963-1fe56c820825,4.88,processing
EMP-46baf75b-a890-4718-a5a8-b326700cfe3b,CORP-7dc67e67-e879-4da0-8fee-7d14ba4752b8,BRC-ea093494-a5bc-4ecf-b4c1-9f6b0eabec86,6.40,processing
EMP-e834a8b7-8740-43b6-86c7-8412cbc0d910,CORP-e4025d0e-0491-49ef-8284-2738c2d0a0cf,BRC-577934f5-f781-4e1f-88b2-48b1458c47e0,3.70,processing
EMP-1f9ef9e7-6f94-4f38-8464-cb7cc7aed1e9,CORP-55988522-7698-46ba-bddd-4bc2956a6bb4,BRC-5a32e859-e91a-490c-b4f2-bce67695f30c,4.25,processing
EMP-dd62da3a-4d3a-4f9b-9e7f-21fce2128cd5,CORP-a9804e0b-e8b0-4837-8bbe-aabafcd483dd,BRC-a2678ab8-daec-4df8-b467-f18355184435,3.66,processing
EMP-b8034faf-a57c-4106-bf31-acb03873aad2,CORP-e4025d0e-0491-49ef-8284-2738c2d0a0cf,BRC-ea093494-a5bc-4ecf-b4c1-9f6b0eabec86,1.49,processing
EMP-1df18ba9-f2c5-460d-9025-e4d0ea9edbeb,CORP-e4025d0e-0491-49ef-8284-2738c2d0a0cf,BRC-b932844f-34c1-47e5-b3a8-5cf78c321d65,10.37,processing
EMP-e663e354-66e4-4972-8f94-3d343dd31713,CORP-1f5ba4e7-926a-47c5-9031-b07ad1dd6261,BRC-5cdf258f-4916-477e-b9da-1e60cd15cab3,2.55,processing
EMP-91e57e2a-1524-4941-8afd-5e63412a684b,CORP-a9804e0b-e8b0-4837-8bbe-aabafcd483dd,BRC-5a32e859-e91a-490c-b4f2-bce67695f30c,1.02,processing
EMP-51fe0eb8-853c-41bd-8f7d-43a9c65e1a0a,CORP-7dc67e67-e879-4da0-8fee-7d14ba4752b8,BRC-b19e8df1-77b7-40f4-a290-a909eb741e5b,8.76,processing
EMP-53a27ef9-a03d-4ca5-89be-988f12b62fed,CORP-1f5ba4e7-926a-47c5-9031-b07ad1dd6261,BRC-14529809-f882-4603-aef1-dd0a3396c148,8.82,processing
EMP-4aafd777-e7f1-417c-99a1-8c8d256d149e,CORP-e4025d0e-0491-49ef-8284-2738c2d0a0cf,BRC-29bf2018-115d-41fa-9cda-ba9698eb6abf,2.65,processing
EMP-2ef160f1-37be-467f-ac51-859fd31b5964,CORP-7dc67e67-e879-4da0-8fee-7d14ba4752b8,BRC-55ed5842-adff-441c-b242-b657e7d69a5a,6.20,processing
EMP-6ba23d98-932c-4ac5-9841-05d8ad1a0d14,CORP-7dc67e67-e879-4da0-8fee-7d14ba4752b8,BRC-577934f5-f781-4e1f-88b2-48b1458c47e0,1.42,processing
EMP-2b7bbd9e-ba35-46c0-8123-deba08ddf13c,CORP-e4025d0e-0491-49ef-8284-2738c2d0a0cf,BRC-52b071ba-5b35-4743-b219-40230551cd8c,2.36,processing
EMP-29eb550e-95be-4f81-a5c6-ea1e7f1e05f5,CORP-55988522-7698-46ba-bddd-4bc2956a6bb4,BRC-534d4c42-3760-41fe-843b-6ee3e453bfca,3.83,processing
EMP-86050905-d10a-4b3c-bb95-2d09bb0ade48,CORP-55988522-7698-46ba-bddd-4bc2956a6bb4,BRC-5a32e859-e91a-490c-b4f2-bce67695f30c,7.46,processing
EMP-7f5b4027-2e28-4f01-81c9-a707cd996c29,CORP-e4025d0e-0491-49ef-8284-2738c2d0a0cf,BRC-ce86aad4-f030-47b3-b6f2-858c382437d8,6.50,processing
EMP-957ad305-aef5-4881-8707-061d7a0c8cd2,CORP-1f5ba4e7-926a-47c5-9031-b07ad1dd6261,BRC-59f3ee96-0a6f-4fa1-aec9-803c3d2cd6ce,3.27,processing
EMP-724d12c1-859f-485a-9cf3-cb29ed936fd9,CORP-a9804e0b-e8b0-4837-8bbe-aabafcd483dd,BRC-48d5e702-c481-474f-a8fa-0efead047955,2.19,processing
